,Color Name,Color Number,R,G,B,Lab L,Lab A,Lab B,Collection Name,Accent 1,Accent 2,Trim 1,Trim 2,Shade 1,Shade 2,Shade 3,Shade 4,Shade 5,Shade 6,Color Description
55,EMPRESS TEAL,PPG1142-7,16,96,90,36.3921042609,-24.1067895242,-3.15927140936,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1142-1,PPG1142-2,PPG1142-3,PPG1142-4,PPG1142-5,PPG1142-6,A perfect color for a stunning foyer or dramatic dining room.  This deeply rich green blue brings a velvety wealth to any space.  Pair with deep-toned woods and crystal lighting. 
56,DELICATE MIST,PPG1143-1,225,235,229,92.1677030492,-4.4080995722,1.7447543070200002,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1143-2,PPG1143-3,PPG1143-4,PPG1143-5,PPG1143-6,PPG1143-7,This light and soothing almost sage is a cozy color that can be used in any bedroom or bathroom. Adding contrasting cabinetry of dark woods pairs nicely in this space.
57,BLUE LULLABY,PPG1143-2,200,215,210,84.75755896449999,-5.97751665816,0.720103679498,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1143-1,PPG1143-3,PPG1143-4,PPG1143-5,PPG1143-6,PPG1143-7,"As the name suggests, this is a perfect color for a soothing night's sleep, for adults or wee ones.  Use with soft creamy off-white trim or easy cherry wood. "
58,SEA SPRITE,PPG1143-3,183,204,199,80.3905159084,-8.04275041697,0.0688874475842,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1143-1,PPG1143-2,PPG1143-4,PPG1143-5,PPG1143-6,PPG1143-7,"A lovely and historic color for a bedroom, this green/blue is stunning with off-white trim and grey-green painted furniture. "
58,SEA SPRITE,PPG1143-3,183,204,199,80.3905159084,-8.04275041697,0.0688874475842,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1143-1,PPG1143-2,PPG1143-4,PPG1143-5,PPG1143-6,PPG1143-7,A welcoming and friendly green is perfect for an front entry.  Trim in white and accessorize in lighter wood tones.
59,PARAKEET PETE,PPG1143-4,148,177,169,69.89757581010001,-11.543028641600001,0.772895013769,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1143-1,PPG1143-2,PPG1143-3,PPG1143-5,PPG1143-6,PPG1143-7,"This mid-tone blue green hue is a perfect for a restful and sultry, nature-inspired bedroom. Select ocean corals and pinks as accents in this area."
59,PARAKEET PETE,PPG1143-4,148,177,169,69.89757581010001,-11.543028641600001,0.772895013769,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1143-1,PPG1143-2,PPG1143-3,PPG1143-5,PPG1143-6,PPG1143-7,A gentle subdued green is a perfect wall color for the kitchen.  Accent this color with darker wood tones.
60,YUCCA,PPG1143-5,117,151,143,59.796109915,-13.5148755929,0.340251494213,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1143-1,PPG1143-2,PPG1143-3,PPG1143-4,PPG1143-6,PPG1143-7,"Beautiful sage green with a slight hint of blue which makes this a perfect color for restful room, bedroom or stunning bathroom.  Use this as an accent wall in a lighter sage living room or dining room.  Pair with off-white trim or use with honeyed woods.  "
61,SMOKY EMERALD,PPG1143-6,76,114,107,45.1261964109,-15.0982986338,-0.41197294367700005,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1143-1,PPG1143-2,PPG1143-3,PPG1143-4,PPG1143-5,PPG1143-7,"Deep and luscious this nature-inspired grey green is a luxurious tone for a powder room or study.  Use also as an accent wall with lighter surrounding walls, for instance PPG 1143-2 Blue Lullaby.  Pair with soft off-white trim or for a well-designed look, paint the trim all the same color.  "
62,HOLLY LEAF,PPG1143-7,46,90,80,34.9470910452,-17.9969791324,1.0557177743100001,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1143-1,PPG1143-2,PPG1143-3,PPG1143-4,PPG1143-5,PPG1143-6,"A luscious and fresh deep tone, this green with subtle hint of blue and grey is perfect for a game room, billiard room or man-cave.  Use as base cabinet color in a kitchen or craft room for a beautiful update. "
63,MORNING FOG,PPG1144-1,208,219,215,86.4935534133,-4.43560589713,0.674496246571,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1144-2,PPG1144-3,PPG1144-4,PPG1144-5,PPG1144-6,PPG1144-7,"Sweet and welcoming, this light sage is perfect for a bedroom or spa-like bathroom.  Use in a kitchen on the walls or the cabinets and use the companion color of charcoal grey or even white. "
63,MORNING FOG,PPG1144-1,208,219,215,86.4935534133,-4.43560589713,0.674496246571,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1144-2,PPG1144-3,PPG1144-4,PPG1144-5,PPG1144-6,PPG1144-7,This gorgeous greyed mint is perfect for interior wall.  Pair with darker greyed greens for accents.
64,THUNDER BAY,PPG1144-2,203,217,215,85.6189370141,-5.07036725733,-0.6453691574220001,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1144-1,PPG1144-3,PPG1144-4,PPG1144-5,PPG1144-6,PPG1144-7,"Delightful light sage is exquisite in a kitchen or overall room color.  Use as cabinet color and pair with deeper tone base cabinets for an updated look, for instance PPG 1144-7 Crystal Ball. "
65,BABBLING BROOK,PPG1144-3,190,207,205,81.82729454449999,-6.113792131369999,-0.983272323457,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1144-1,PPG1144-2,PPG1144-4,PPG1144-5,PPG1144-6,PPG1144-7,"For the most beautiful living room, this frosted grey green is an excellent selection. Trim in soft off whites to create peacefulness in this space."
65,BABBLING BROOK,PPG1144-3,190,207,205,81.82729454449999,-6.113792131369999,-0.983272323457,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1144-1,PPG1144-2,PPG1144-4,PPG1144-5,PPG1144-6,PPG1144-7,Create and elegant yet soft kitchen with this light greyed teal.  Coordinate lighter cabinets and touchs of darker countertops for contrast.
66,HOLLY GLEN,PPG1144-4,162,183,181,72.8153943333,-7.59280118858,-1.4377542419100002,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1144-1,PPG1144-2,PPG1144-3,PPG1144-5,PPG1144-6,PPG1144-7,A bedroom in this beautiful shade of soft sage is a perfectly lovely retreat.  Use as an overall color in a kitchen or just for the cabinets for an elegant appeal. 
67,GREEN GRANITE,PPG1144-5,124,151,147,60.359481090200006,-10.304267425599999,-1.0532241722,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1144-1,PPG1144-2,PPG1144-3,PPG1144-4,PPG1144-6,PPG1144-7,"For an elegant overall room, this soft sage is perfect to create an updated or even a historical feel.  Dining room, Kitchen or bedroom suite, pair with off-white or deep-toned wood.  Consider this for kitchen cabinets when paired with off-white walls. "
67,GREEN GRANITE,PPG1144-5,124,151,147,60.359481090200006,-10.304267425599999,-1.0532241722,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1144-1,PPG1144-2,PPG1144-3,PPG1144-4,PPG1144-6,PPG1144-7,This midtoned green can be used as a main wall color.  Contrast with deeper wood tones.
68,EVENING EMERALD,PPG1144-6,86,115,111,46.159986438699995,-11.396778711300001,-1.21789521351,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1144-1,PPG1144-2,PPG1144-3,PPG1144-4,PPG1144-5,PPG1144-7,"Subtle and rich, this natural sage is perfect for an accent wall in a mediation space or comforting and serene bedroom.  Also works beautifully in dining or kitchen.  Use lighter sage as ceiling and trim for a professional touch. "
68,EVENING EMERALD,PPG1144-6,86,115,111,46.159986438699995,-11.396778711300001,-1.21789521351,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1144-1,PPG1144-2,PPG1144-3,PPG1144-4,PPG1144-5,PPG1144-7,This classic green is an excellent accent wall.  Pair with shades of lemony yellows for a soft glow.
69,CRYSTAL BALL,PPG1144-7,54,89,85,35.1717973334,-13.6847442365,-1.6942979427399998,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1144-1,PPG1144-2,PPG1144-3,PPG1144-4,PPG1144-5,PPG1144-6,"Deep sage green is a wonderful color for a den, office accent wall or exterior furniture.  Consider painting the trim of the accent wall the same deep tone for a truly elegant touch. Also makes a lovely update to a kitchen when used on island cabinets.   "
69,CRYSTAL BALL,PPG1144-7,54,89,85,35.1717973334,-13.6847442365,-1.6942979427399998,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1144-1,PPG1144-2,PPG1144-3,PPG1144-4,PPG1144-5,PPG1144-6,A hunter green hue is quite lovely in a study.  Surround the library books with this elegant color.
70,RAIN DROP,PPG1145-1,231,238,232,93.434824456,-3.39931489251,2.08005127738,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1145-2,PPG1145-3,PPG1145-4,PPG1145-5,PPG1145-6,PPG1145-7,"Soft and sweet, this nourishing light off-white with sage green component is elegant as an overall color, or as a trim color for a deeper sage green.  This color has a slight hint of blue that gives it a wistful appeal. "
71,JACK FROST,PPG1145-2,218,230,227,90.3421400833,-4.54322855979,0.0677021944577,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1145-1,PPG1145-3,PPG1145-4,PPG1145-5,PPG1145-6,PPG1145-7,"Minty and cool, this is a great color for a refreshing powder room or craft room.  Light and sweet, use with white trim. "
72,CAVE PEARL,PPG1145-3,214,229,226,89.77808790639999,-5.53708128291,-0.266261575945,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1145-1,PPG1145-2,PPG1145-4,PPG1145-5,PPG1145-6,PPG1145-7,Subtle hint of blue in this lighter grey green gives it an almost vibrant touch.  Use this for an uplifting and fresh spa-like bathroom or a sweet and subtle bedroom. 
73,BLUE WILLOW,PPG1145-4,168,187,186,74.4512945817,-6.69564277005,-1.7204608081400001,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1145-1,PPG1145-2,PPG1145-3,PPG1145-5,PPG1145-6,PPG1145-7,"Delicious grey green, the complexity of this color will delight in a bedroom or dining room.  Subtle green brings a hint of fresh and healing energy to an any space.  "
73,BLUE WILLOW,PPG1145-4,168,187,186,74.4512945817,-6.69564277005,-1.7204608081400001,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1145-1,PPG1145-2,PPG1145-3,PPG1145-5,PPG1145-6,PPG1145-7,"For the most beautiful living room, this frosted grey green is an excellent selection.  Trim in soft off whites exudes a peacefulness in this space."
74,SCARBOROUGH,PPG1145-5,128,147,145,59.4347982705,-7.17692981327,-1.23809933658,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1145-1,PPG1145-2,PPG1145-3,PPG1145-4,PPG1145-6,PPG1145-7,"A mid-tone grey green, this color is complex and elegant when used in any room where a bit of healing nature is requested.  Use as kitchen cabinets color or overall wall color in dining or living room.  A lovely accent wall in a bedroom.  "
74,SCARBOROUGH,PPG1145-5,128,147,145,59.4347982705,-7.17692981327,-1.23809933658,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1145-1,PPG1145-2,PPG1145-3,PPG1145-4,PPG1145-6,PPG1145-7,Apply this lovely greyed green into a cozy bedroom.  Trim in off-whites or tinted light greens.
75,JUNIPER BERRY,PPG1145-6,87,107,107,43.657926196700004,-7.4233664378399995,-2.48497304211,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1145-1,PPG1145-2,PPG1145-3,PPG1145-4,PPG1145-5,PPG1145-7,This deep-toned grey with a hint of green is an excellent exterior body color for a soft and blending natural appeal.  Pair with deeper trim (PPG 1145-7 Night Watch) and add a surprise to your front door--consider PPG 1050-7 Magenta for extra curb appeal. 
76,NIGHT WATCH,PPG1145-7,60,79,78,32.0391151092,-7.600646424489999,-1.83981101852,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1145-1,PPG1145-2,PPG1145-3,PPG1145-4,PPG1145-5,PPG1145-6,This charmed deep tone is elegant as a kitchen cabinet update.  Consider also as an accent wall in a study or office and works beautifully as a show-stopping front door. 
76,NIGHT WATCH,PPG1145-7,60,79,78,32.0391151092,-7.600646424489999,-1.83981101852,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1145-1,PPG1145-2,PPG1145-3,PPG1145-4,PPG1145-5,PPG1145-6,"For a natural woods inspired dining room, select this green for added depth.  Surrounding walls can be rich camel tonest to add lightness to this area."
77,MILD MINT,PPG1146-1,220,230,227,90.48471417030001,-3.8804717873900003,0.292955242147,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1146-2,PPG1146-3,PPG1146-4,PPG1146-5,PPG1146-6,PPG1146-7,"Fresh and well, minty, this color is delightful in a nursery or spa-like bathroom or bedroom.  Use as trim for deeper tones of sage with hints of blue.  "
78,SPRING MIST,PPG1146-2,211,224,222,88.17687257290001,-4.71087197556,-0.5316166185260001,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1146-1,PPG1146-3,PPG1146-4,PPG1146-5,PPG1146-6,PPG1146-7,"Sweet light tone is excellent to bring a bit of joy to a bedroom, bath or even a work space like a laundry room.  Pair with off-white trim for a harmonious touch. "
78,SPRING MIST,PPG1146-2,211,224,222,88.17687257290001,-4.71087197556,-0.5316166185260001,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1146-1,PPG1146-3,PPG1146-4,PPG1146-5,PPG1146-6,PPG1146-7,A fizzy clean green is perfect for the bath area.  Dreamy in appearance this soft pastel works well with white trim.
79,JULEP GREEN,PPG1146-3,199,219,217,85.91342156389999,-7.038369090439999,-1.30548675971,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1146-1,PPG1146-2,PPG1146-4,PPG1146-5,PPG1146-6,PPG1146-7,This soft but lively blue green is refreshing and cool in a sunroom or bedroom.  Try it for a spa-like feel in a bathroom and pair with brushed gold accents and reclaimed wood. 
80,FROSTY GLADE,PPG1146-4,160,192,191,75.409906791,-10.920634048499998,-3.09401548128,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1146-1,PPG1146-2,PPG1146-3,PPG1146-5,PPG1146-6,PPG1146-7,"A great historical color, this makes a lovely bedroom or bathroom.  Also use as a kitchen tone on walls or cabinets and pair with soft creamy off-white.  "
80,FROSTY GLADE,PPG1146-4,160,192,191,75.409906791,-10.920634048499998,-3.09401548128,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1146-1,PPG1146-2,PPG1146-3,PPG1146-5,PPG1146-6,PPG1146-7,A meditative teal is a beautiful atmosphere for a bedroom area.  Trim in light creams and accent the bedding in soft neutrals.
81,PALMETTO,PPG1146-5,109,154,155,60.5408192976,-14.86890349,-5.42818992899,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1146-1,PPG1146-2,PPG1146-3,PPG1146-4,PPG1146-6,PPG1146-7,"Nature inspired, this mid-toned sage with blue component is elegant in a bedroom when paired with any color wood.  Use in a dining room or kitchen with off-white trim. "
81,PALMETTO,PPG1146-5,109,154,155,60.5408192976,-14.86890349,-5.42818992899,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1146-1,PPG1146-2,PPG1146-3,PPG1146-4,PPG1146-6,PPG1146-7,Celebrate friends and family in this dining room filled with this elegant tropical green.  Add graphic floral artwork for exciting accents.
81,PALMETTO,PPG1146-5,109,154,155,60.5408192976,-14.86890349,-5.42818992899,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1146-1,PPG1146-2,PPG1146-3,PPG1146-4,PPG1146-6,PPG1146-7,This soft teal green can be easily paired with berry infused violets for a rich and sophiticated room.  Lighter teal tones are perfect selections for adjoining walls.
81,PALMETTO,PPG1146-5,109,154,155,60.5408192976,-14.86890349,-5.42818992899,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1146-1,PPG1146-2,PPG1146-3,PPG1146-4,PPG1146-6,PPG1146-7,This elegant blue green is a welcoming color for any room.  Contrast this hue with neutral tones of tans that exude the texture of sand.
82,LUCKY SHAMROCK,PPG1146-6,72,122,123,47.913058296,-16.5170669062,-5.852353678019999,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1146-1,PPG1146-2,PPG1146-3,PPG1146-4,PPG1146-5,PPG1146-7,"Perfect color for an interior accent wall, kitchen base cabinets or exterior body color.  This deep-toned sage has a hint of blue to give it a cool and still natural feel. Pair with deep-toned woods or white.  "
82,LUCKY SHAMROCK,PPG1146-6,72,122,123,47.913058296,-16.5170669062,-5.852353678019999,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1146-1,PPG1146-2,PPG1146-3,PPG1146-4,PPG1146-5,PPG1146-7,This is a great color for a study. Accent with sandy tones and add dark wood tones of mahogany in flooring or furniture in this thoughtful space.
83,EMERALD POOL,PPG1146-7,21,94,96,36.001171618899996,-20.4879247876,-7.45782225637,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1146-1,PPG1146-2,PPG1146-3,PPG1146-4,PPG1146-5,PPG1146-6,Luscious tone for a serene feel in a dining room or foyer.  Paint the base trim the same color as the wall for a professional design. 
84,CAMEO GREEN,PPG1147-1,220,230,229,90.535654871,-3.51309400269,-0.67905275325,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1147-2,PPG1147-3,PPG1147-4,PPG1147-5,PPG1147-6,PPG1147-7,Beautiful minty green brings a cool and refreshing feel to any space.  Excellent color for a laundry or craft room.  Consider base cabinets of deep green for an updated and country appeal. 
85,MOUNTAIN DEW,PPG1147-2,207,226,224,88.4663859115,-6.67394234475,-1.19278064954,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1147-1,PPG1147-3,PPG1147-4,PPG1147-5,PPG1147-6,PPG1147-7,This soft nourishing light green is a restful tone to use in a nursery or refreshing bath.  Pair with off-white trim and add accents of coral and pink. 
86,MISTY AQUA,PPG1147-3,188,219,219,85.2344196182,-10.1858203689,-3.4451846319999997,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1147-1,PPG1147-2,PPG1147-4,PPG1147-5,PPG1147-6,PPG1147-7,"Cool, Caribbean feel, this muted but vibrant color is sweet in a refreshing but not over-charged nursery.  Makes a statement in a tropical bedroom when paired with luscious coral tones. "
86,MISTY AQUA,PPG1147-3,188,219,219,85.2344196182,-10.1858203689,-3.4451846319999997,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1147-1,PPG1147-2,PPG1147-4,PPG1147-5,PPG1147-6,PPG1147-7,A meditative teal is a beautiful atmosphere for a bedroom area.  Trim in light creams and accent the bedding in soft neutrals.
87,AQUA FIESTA,PPG1147-4,140,195,195,75.166872608,-17.7107616254,-5.757283763769999,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1147-1,PPG1147-2,PPG1147-3,PPG1147-5,PPG1147-6,PPG1147-7,"Happy and muted, this beautiful color makes a sweet space that is not overly vibrant. Can be used equally well in a bedroom, bath or kitchen for a happy morning experience. "
88,TEAL BAYOU,PPG1147-5,87,161,160,61.699555341899995,-23.249554256,-6.6530794356800005,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1147-1,PPG1147-2,PPG1147-3,PPG1147-4,PPG1147-6,PPG1147-7,"Mid-toned and soft, this southern historical color works well in any space, especially a dining room when paired with off-white trim. "
88,TEAL BAYOU,PPG1147-5,87,161,160,61.699555341899995,-23.249554256,-6.6530794356800005,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1147-1,PPG1147-2,PPG1147-3,PPG1147-4,PPG1147-6,PPG1147-7,This blue green is perfect for an English Garden backdrop. Serene and beautiful this shade can be trimmed in white with colorful accessories as accents.
88,TEAL BAYOU,PPG1147-5,87,161,160,61.699555341899995,-23.249554256,-6.6530794356800005,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1147-1,PPG1147-2,PPG1147-3,PPG1147-4,PPG1147-6,PPG1147-7,This enlivend green blue projects lot's of energy.  Use on an accent wall and create lighter yellow surrounding wall.
89,JADE JEWEL,PPG1147-6,36,126,129,48.10931718,-24.4619544371,-9.239926662010001,Aqua Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1147-1,PPG1147-2,PPG1147-3,PPG1147-4,PPG1147-5,PPG1147-7,Surround yourself with richness when you use this color in a meditation space or bedroom accent wall.  This lovely mid-toned jade looks beautiful with surrounding walls and ceiling of lighter jade and off-white or deep mahogany trim. 
